Id,SalePrice_pred
1623,255292.55
1624,204055.41
1625,114806.72
1626,178080.01
1627,184564.67
1628,282971.58
1629,185077.51
1630,323758.97
1631,232944.94
1632,233726.02
1633,200509.2
1634,191836.89
1635,179477.32
1636,147523.09
1637,190532.49
1638,181351.27
1639,187802.68
1640,242025.7
1641,178925.75
1642,267985.2
1643,211250.62
1644,235160.84
1645,204837.5
1646,166075.38
1647,161936.39
1648,129992.19
1649,132052.65
1650,114457.99
1651,119784.08
1652,106029.13
1653,103292.91
1654,150246.06
1655,138264.89
1656,142611.12
1657,155512.91
1658,155476.07
1659,126526.21
1660,148371.5
1661,397175.26
1662,363922.9
1663,361976.66
1664,425054.95
1665,321632.91
1666,312339.82
1667,352375.49
1668,354178.14
1669,319928.02
1670,350027.83
1671,251805.35
1672,385125.66
1673,293352.86
1674,247068.61
1675,199793.76
1676,206060.37
1677,214064.79
1678,435553.4
1679,363218.55
1680,326382.03
1681,282471.41
1682,309644.26
1683,193553.39
1684,176305.84
1685,181890.36
1686,178105.57
1687,185100.04
1688,192934.46
1689,204965.75
1690,204719.59
1691,197499.74
1692,279061.78
1693,188164.15
1694,188742.93
1695,177828.92
1696,262695.84
1697,187853.58
1698,322863.05
1699,317757.37
1700,259637.81
1701,275938.67
1702,230579.4
1703,226199.13
1704,262226.59
1705,265185.74
1706,359461.34
1707,222902.34
1708,204041.92
1709,251931.58
1710,223918.79
1711,280526.48
1712,245174.85
1713,269921.25
1714,220779.58
1715,214421.09
1716,173011.76
1717,183611.17
1718,132076.26
1719,224208.4
1720,243537.97
1721,161457.18
1722,113733.15
1723,151457.51
1724,208559.82
1725,243188.37
1726,187072.09
1727,152672.75
1728,181612.16
1729,170653.44
1730,167119.17
1731,128280.88
1732,122239.76
1733,110192.97
1734,120401.14
1735,125807.85
1736,93183.15
1737,287686.24
1738,252255.12
1739,265324.49
1740,196883.77
1741,179636.42
1742,179110.36
1743,184886.81
1744,320411.99
1745,220149.38
1746,208340.31
1747,214470.69
1748,215962.39
1749,136558.39
1750,122376.49
1751,242175.04
1752,113795.15
1753,153439.04
1754,197442.9
1755,160961.06
1756,144969.11
1757,118437.88
1758,155883.94
1759,164233.56
1760,161178.44
1761,142496.48
1762,194909.7
1763,185804.82
1764,116372.6
1765,176824.91
1766,189568.88
1767,213654.61
1768,142976.01
1769,171244.39
1770,167046.55
1771,116900.2
1772,129543.45
1773,109932.94
1774,148193.06
1775,153156.7
1776,144409.4
1777,111285.34
1778,149782.57
1779,135760.5
1780,179954.64
1781,130535.53
1782,71679.1
1783,143975.95
1784,97989.83
1785,133302.45
1786,129526.71
1787,170742.06
1788,36106.83
1789,101753.0
1790,55505.98
1791,203945.21
1792,158339.48
1793,142020.14
1794,177098.94
1795,130132.44
1796,140358.32
1797,123275.52
1798,123294.2
1799,99128.27
1800,122024.21
1801,110148.24
1802,129665.01
1803,161637.06
1804,123722.35
1805,141992.59
1806,131287.8
1807,170945.75
1808,125422.8
1809,133863.77
1810,144198.27
1811,76727.09
1812,105622.71
1813,129281.04
1814,97133.1
1815,33792.09
1816,98544.51
1817,109853.03
1818,161285.85
1819,125770.8
1820,42450.1
1821,113793.6
1822,164477.59
1823,41800.4
1824,146719.86
1825,147348.83
1826,95924.53
1827,98733.84
1828,146765.55
1829,173768.11
1830,162974.94
1831,151570.38
1832,71074.0
1833,158449.59
1834,108804.49
1835,110715.28
1836,129197.8
1837,76681.43
1838,107736.52
1839,110349.39
1840,149339.22
1841,118084.67
1842,96614.79
1843,120345.38
1844,151324.52
1845,142768.65
1846,153473.11
1847,166087.66
1848,35402.89
1849,132270.19
1850,116807.85
1851,134703.72
1852,126905.0
1853,116420.52
1854,156691.98
1855,142525.84
1856,229386.42
1857,128147.71
1858,133255.07
1859,106670.09
1860,116181.12
1861,107641.32
1862,319986.86
1863,305366.56
1864,305381.53
1865,348953.91
1866,342624.31
1867,222816.92
1868,281652.82
1869,212069.55
1870,227687.37
1871,272910.61
1872,178528.06
1873,242360.04
1874,146979.44
1875,186237.9
1876,197025.31
1877,202113.45
1878,201935.13
1879,125111.13
1880,130042.32
1881,237280.71
1882,239772.76
1883,185082.83
1884,202252.82
1885,225680.73
1886,278738.52
1887,218087.08
1888,252764.44
1889,170047.37
1890,106462.93
1891,127654.8
1892,87998.01
1893,123640.7
1894,109262.07
1895,131313.21
1896,118892.17
1897,102504.29
1898,99721.41
1899,155160.6
1900,159867.5
1901,181202.57
1902,154360.89
1903,235373.98
1904,140664.06
1905,196046.56
1906,151747.28
1907,197625.52
1908,116419.24
1909,142083.17
1910,128481.07
1911,223941.4
1912,288639.72
1913,154037.02
1914,60471.37
1915,322899.13
1916,49601.29
1917,244885.15
1918,140223.95
1919,160923.31
1920,160644.13
1921,367220.32
1922,335740.44
1923,234071.55
1924,215469.89
1925,214000.25
1926,365564.0
1927,124311.5
1928,171438.7
1929,112472.39
1930,121830.71
1931,128804.23
1932,131020.79
1933,195854.02
1934,182283.41
1935,171803.31
1936,200759.5
1937,184027.33
1938,177556.92
1939,257881.96
1940,195016.36
1941,166547.99
1942,178594.93
1943,229719.75
1944,363427.13
1945,376200.44
1946,126897.49
1947,289175.81
1948,166196.02
1949,252257.26
1950,201524.15
1951,247956.91
1952,201627.83
1953,183437.08
1954,189463.26
1955,132107.26
1956,295332.96
1957,155143.59
1958,277507.3
1959,136840.46
1960,94093.37
1961,126388.8
1962,95208.92
1963,110416.54
1964,102734.1
1965,140779.38
1966,145923.75
1967,299613.3
1968,389852.68
1969,370630.79
1970,376631.79
1971,436704.53
1972,364360.11
1973,300579.87
1974,341615.46
1975,448180.76
1976,279752.73
1977,350853.82
1978,331979.02
1979,319746.35
1980,191814.95
1981,340228.56
1982,220547.27
1983,212768.62
1984,187295.81
1985,231995.13
1986,208963.4
1987,200071.24
1988,176217.14
1989,199949.11
1990,216784.25
1991,227570.25
1992,234917.69
1993,171074.02
1994,236431.81
1995,186490.74
1996,285388.81
1997,325097.48
1998,288700.73
1999,306726.12
2000,319463.16
2001,291246.91
2002,248676.55
2003,249997.26
2004,285753.46
2005,231807.74
2006,225745.65
2007,247382.26
2008,226591.23
2009,209337.19
2010,200405.0
2011,137955.6
2012,182553.54
2013,179173.57
2014,188913.65
2015,216026.67
2016,197574.47
2017,205684.93
2018,113494.15
2019,119331.04
2020,79560.76
2021,89458.5
2022,192806.71
2023,130295.34
2024,286518.88
2025,355809.86
2026,185889.24
2027,161598.75
2028,158561.85
2029,175058.01
2030,267583.7
2031,245202.42
2032,271085.05
2033,258384.25
2034,186519.14
2035,234422.57
2036,213643.96
2037,219671.2
2038,318101.37
2039,235070.4
2040,320337.62
2041,289688.13
2042,212114.32
2043,178820.29
2044,174452.47
2045,204061.0
2046,134143.18
2047,131160.27
2048,152841.94
2049,133188.84
2050,168687.57
2051,117166.94
2052,124548.28
2053,152760.28
2054,83043.09
2055,166103.47
2056,144864.95
2057,103044.72
2058,212062.46
2059,123006.12
2060,174506.44
2061,172316.1
2062,118089.53
2063,120899.69
2064,126620.8
2065,126721.44
2066,170929.11
2067,124667.73
2068,138815.32
2069,86343.05
2070,118165.08
2071,91323.0
2072,154669.86
2073,123142.09
2074,173443.96
2075,159119.74
2076,126098.61
2077,143160.44
2078,119625.32
2079,143379.45
2080,110182.35
2081,122877.77
2082,115430.59
2083,156329.68
2084,105641.81
2085,99765.49
2086,112551.07
2087,114410.47
2088,91130.31
2089,76322.36
2090,132026.14
2091,87442.59
2092,137463.74
2093,148101.16
2094,114111.92
2095,141719.76
2096,82885.8
2097,92446.46
2098,155104.11
2099,29480.18
2100,52402.02
2101,118448.84
2102,137359.37
2103,94188.76
2104,144540.52
2105,137242.63
2106,38550.31
2107,204961.43
2108,118553.4
2109,98339.23
2110,117183.85
2111,133049.49
2112,141515.25
2113,107573.67
2114,110168.78
2115,158122.09
2116,122307.17
2117,149448.65
2118,129339.83
2119,112871.74
2120,119147.19
2121,88181.9
2122,114452.38
2123,95740.79
2124,184954.28
2125,129426.84
2126,155110.51
2127,191017.86
2128,137260.0
2129,90592.58
2130,129264.75
2131,128264.78
2132,122352.13
2133,131328.44
2134,122817.24
2135,101147.65
2136,58428.29
2137,97775.77
2138,121966.42
2139,146761.5
2140,142392.82
2141,179064.19
2142,131787.18
2143,155427.58
2144,97556.0
2145,133385.92
2146,182226.45
2147,141401.84
2148,153401.53
2149,150342.85
2150,242265.51
2151,126270.06
2152,173815.25
2153,184168.21
2154,98749.19
2155,140339.96
2156,253721.63
2157,225090.11
2158,248289.09
2159,227623.57
2160,189549.86
2161,238204.37
2162,350379.21
2163,337699.3
2164,252860.28
2165,205277.64
2166,163573.05
2167,212523.0
2168,177274.75
2169,196714.26
2170,212617.72
2171,159575.18
2172,135964.2
2173,196932.4
2174,214708.51
2175,273381.35
2176,303969.12
2177,242922.57
2178,214967.06
2179,137809.45
2180,205882.56
2181,199908.04
2182,224565.17
2183,198268.17
2184,120311.42
2185,120234.64
2186,139372.01
2187,162522.16
2188,164702.52
2189,292429.72
2190,72360.6
2191,63634.42
2192,79509.33
2193,119973.76
2194,102737.76
2195,83222.93
2196,97212.47
2197,105310.25
2198,171410.71
2199,191159.22
2200,144520.17
2201,151537.78
2202,207225.83
2203,138719.35
2204,171516.16
2205,107137.03
2206,145432.94
2207,218212.74
2208,242296.63
2209,229916.91
2210,131390.96
2211,127730.52
2212,120719.18
2213,107119.86
2214,147162.62
2215,96481.87
2216,151770.6
2217,66687.81
2218,80537.79
2219,80301.51
2220,48759.84
2221,323613.2
2222,295458.59
2223,297099.36
2224,220605.81
2225,124767.08
2226,172356.74
2227,211055.61
2228,291304.02
2229,240354.2
2230,157563.22
2231,216688.7
2232,186601.99
2233,181611.8
2234,259482.33
2235,235653.55
2236,242881.58
2237,296638.49
2238,202724.78
2239,92152.6
2240,166620.58
2241,130365.12
2242,123638.88
2243,128456.11
2244,111475.73
2245,121577.45
2246,134698.86
2247,143961.36
2248,128996.08
2249,110970.01
2250,126422.44
2251,118342.36
2252,185564.48
2253,166527.64
2254,194649.56
2255,190492.08
2256,179734.64
2257,214237.36
2258,156717.68
2259,181658.3
2260,150457.06
2261,223365.98
2262,221449.71
2263,368462.38
2264,404686.19
2265,157747.21
2266,298775.52
2267,334300.5
2268,391008.9
2269,166344.65
2270,194136.19
2271,201957.97
2272,209306.07
2273,155652.49
2274,180917.45
2275,149122.19
2276,188678.82
2277,171303.02
2278,160707.58
2279,124806.36
2280,109212.57
2281,165755.99
2282,177718.96
2283,115140.32
2284,119264.36
2285,146416.33
2286,117733.91
2287,369619.78
2288,286420.76
2289,321908.31
2290,402400.76
2291,348119.58
2292,398290.57
2293,420199.07
2294,389619.51
2295,437022.82
2296,242214.61
2297,368263.79
2298,360832.24
2299,352497.24
2300,318703.12
2301,337982.11
2302,253389.53
2303,254416.88
2304,246870.59
2305,201211.71
2306,194163.86
2307,210783.55
2308,229439.07
2309,306190.4
2310,220588.56
2311,214413.71
2312,182301.7
2313,168164.38
2314,179745.46
2315,184208.61
2316,215216.04
2317,191291.45
2318,183629.53
2319,189517.33
2320,182557.73
2321,246534.17
2322,197430.87
2323,203359.06
2324,204224.4
2325,210867.35
2326,190159.2
2327,202960.71
2328,229736.42
2329,195650.67
2330,187246.41
2331,317893.11
2332,385124.25
2333,316096.38
2334,270081.23
2335,301219.11
2336,299750.47
2337,184682.78
2338,238844.14
2339,228491.58
2340,379416.63
2341,197020.72
2342,237283.04
2343,223796.73
2344,227097.58
2345,228205.87
2346,218761.96
2347,195859.72
2348,251894.61
2349,197476.37
2350,322196.83
2351,266732.15
2352,247391.56
2353,252626.61
2354,143544.82
2355,143810.76
2356,148409.14
2357,191953.76
2358,200469.95
2359,127118.83
2360,117190.38
2361,147335.27
2362,247710.63
2363,155761.71
2364,179969.72
2365,223027.52
2366,203166.71
2367,225001.41
2368,216020.37
2369,209732.29
2370,173871.36
2371,164804.9
2372,191717.12
2373,293957.51
2374,313836.79
2375,242048.94
2376,280621.38
2377,302604.97
2378,149080.37
2379,211222.73
2380,144373.89
2381,160986.25
2382,222782.6
2383,193021.78
2384,238598.8
2385,176707.34
2386,129021.66
2387,123420.57
2388,121088.23
2389,122011.04
2390,166914.04
2391,144119.97
2392,115362.93
2393,182793.52
2394,148216.22
2395,217579.84
2396,146303.16
2397,201646.15
2398,135370.61
2399,69095.36
2400,62767.32
2401,124103.96
2402,148419.63
2403,144448.81
2404,154766.91
2405,161230.73
2406,142120.02
2407,129658.2
2408,155850.23
2409,109970.66
2410,173017.36
2411,116706.4
2412,154841.83
2413,126585.76
2414,167446.91
2415,131796.1
2416,140161.07
2417,144490.55
2418,131865.25
2419,125481.98
2420,123810.77
2421,152279.9
2422,97415.26
2423,126169.56
2424,144771.09
2425,217508.38
2426,139500.36
2427,129278.87
2428,196940.12
2429,103965.95
2430,132332.66
2431,99268.4
2432,148471.41
2433,149453.39
2434,136436.63
2435,154756.51
2436,109017.03
2437,92002.57
2438,113691.6
2439,90395.62
2440,131766.66
2441,98114.84
2442,93403.11
2443,141099.29
2444,117692.95
2445,90271.17
2446,136857.19
2447,202100.3
2448,132072.65
2449,132187.87
2450,160751.27
2451,104845.41
2452,220926.15
2453,97574.41
2454,109292.73
2455,137976.27
2456,125583.08
2457,146969.59
2458,141016.22
2459,108449.07
2460,159033.05
2461,138838.19
2462,131891.98
2463,138188.31
2464,183693.72
2465,140724.94
2466,118778.43
2467,135994.94
2468,90015.59
2469,79188.41
2470,205982.38
2471,217037.89
2472,174530.99
2473,107255.98
2474,58526.08
2475,211496.2
2476,110042.51
2477,102162.24
2478,142653.5
2479,94237.14
2480,157969.25
2481,129298.8
2482,116182.03
2483,101405.43
2484,134044.92
2485,121723.74
2486,138800.66
2487,189487.97
2488,173751.35
2489,156329.74
2490,135439.15
2491,114242.18
2492,193800.23
2493,156348.34
2494,148480.69
2495,68272.78
2496,226593.07
2497,156223.33
2498,108322.6
2499,76500.7
2500,115345.99
2501,137406.99
2502,139698.89
2503,101022.24
2504,188445.53
2505,226582.14
2506,251502.24
2507,275059.66
2508,251236.82
2509,227286.22
2510,216331.75
2511,179440.76
2512,214696.36
2513,225362.6
2514,263683.63
2515,148526.27
2516,179498.93
2517,144941.41
2518,155700.05
2519,248048.26
2520,232677.96
2521,191186.64
2522,220671.97
2523,103342.41
2524,137166.47
2525,134198.17
2526,151595.16
2527,127097.37
2528,133008.04
2529,161412.48
2530,124563.51
2531,250887.64
2532,220912.95
2533,202951.88
2534,241758.06
2535,263798.23
2536,225670.58
2537,253211.71
2538,188688.28
2539,197899.28
2540,180789.34
2541,183447.72
2542,165566.33
2543,106187.51
2544,107852.82
2545,138423.19
2546,129277.17
2547,155666.71
2548,173536.79
2549,151136.4
2550,550327.04
2551,138527.79
2552,134158.2
2553,63264.46
2554,85500.98
2555,98773.0
2556,88429.36
2557,96583.51
2558,179407.62
2559,143211.37
2560,170513.21
2561,158112.82
2562,150111.99
2563,149761.24
2564,210638.54
2565,160808.02
2566,141594.75
2567,135464.74
2568,205170.15
2569,226410.49
2570,126434.57
2571,176451.87
2572,173038.69
2573,210914.04
2574,291801.92
2575,144339.96
2576,130156.34
2577,166854.9
2578,75163.03
2579,30470.82
2580,98986.82
2581,120485.53
2582,135952.85
2583,273166.52
2584,170154.58
2585,186350.49
2586,211627.42
2587,204879.57
2588,140211.92
2589,151156.59
2590,211925.32
2591,239255.07
2592,215107.47
2593,259789.64
2594,192165.62
2595,234575.48
2596,297679.59
2597,206546.96
2598,286415.81
2599,341033.69
2600,184313.57
2601,149894.43
2602,76447.86
2603,94444.71
2604,85263.53
2605,70923.42
2606,137351.15
2607,241223.84
2608,199561.68
2609,168562.46
2610,111541.79
2611,116044.11
2612,157144.02
2613,132487.68
2614,114068.74
2615,175751.13
2616,157239.65
2617,192301.88
2618,232207.24
2619,210062.17
2620,199605.98
2621,177450.01
2622,188319.15
2623,231769.27
2624,294458.46
2625,261992.7
2626,177438.63
2627,174969.62
2628,441243.32
2629,477829.6
2630,370285.85
2631,427215.76
2632,395903.19
2633,293217.39
2634,388094.91
2635,155152.64
2636,178660.31
2637,215739.91
2638,266356.33
2639,190370.88
2640,157338.68
2641,100308.21
2642,181485.9
2643,112083.14
2644,115540.89
2645,111860.36
2646,96466.42
2647,112979.75
2648,139658.06
2649,158991.78
2650,143738.66
2651,143873.36
2652,368469.43
2653,250597.62
2654,262244.61
2655,393004.19
2656,332336.24
2657,338228.21
2658,323552.63
2659,330405.84
2660,356804.33
2661,341749.74
2662,368263.64
2663,274639.44
2664,302126.6
2665,336279.45
2666,293419.78
2667,178025.2
2668,187474.0
2669,186969.55
2670,277329.58
2671,197194.36
2672,204147.83
2673,197706.94
2674,196537.58
2675,195987.88
2676,201389.61
2677,203066.54
2678,259659.29
2679,290067.85
2680,292645.83
2681,402897.38
2682,326704.55
2683,475457.45
2684,326076.67
2685,328986.92
2686,241652.18
2687,282961.87
2688,208333.72
2689,217553.71
2690,353081.75
2691,192635.64
2692,153845.91
2693,201590.36
2694,136574.31
2695,200640.53
2696,187672.14
2697,185448.11
2698,207012.14
2699,169891.37
2700,152701.04
2701,152477.76
2702,118646.03
2703,138047.9
2704,151817.96
2705,110792.25
2706,96468.23
2707,132348.3
2708,130848.29
2709,115251.44
2710,130576.5
2711,293242.73
2712,388674.65
2713,164556.83
2714,150155.46
2715,171328.49
2716,144755.31
2717,185010.23
2718,216303.03
2719,137823.94
2720,191911.94
2721,125560.62
2722,155961.62
2723,144362.55
2724,116928.75
2725,128709.76
2726,129826.33
2727,163734.93
2728,193519.11
2729,147975.9
2730,146780.33
2731,149064.34
2732,137170.62
2733,167809.93
2734,144883.89
2735,134104.62
2736,137617.03
2737,121735.37
2738,127627.81
2739,149134.49
2740,146325.07
2741,135284.46
2742,169656.1
2743,152183.15
2744,165648.0
2745,143704.66
2746,134665.33
2747,167426.79
2748,123355.02
2749,138495.42
2750,109603.25
2751,134526.73
2752,219058.58
2753,159855.18
2754,238087.37
2755,144316.09
2756,86223.54
2757,69365.46
2758,91825.07
2759,180633.47
2760,129359.3
2761,137271.6
2762,129306.14
2763,188840.52
2764,168508.73
2765,285555.29
2766,122940.94
2767,83314.43
2768,120485.98
2769,137394.14
2770,151718.35
2771,101653.43
2772,94953.91
2773,187868.21
2774,145782.0
2775,126623.38
2776,148925.34
2777,163163.28
2778,125459.78
2779,128011.16
2780,98438.39
2781,81440.09
2782,85878.29
2783,97248.17
2784,128436.17
2785,142675.52
2786,56433.27
2787,127835.6
2788,65334.94
2789,187055.39
2790,105084.64
2791,107427.08
2792,63855.45
2793,153287.56
2794,98963.32
2795,123466.66
2796,105063.74
2797,194096.09
2798,131063.83
2799,111901.02
2800,67205.35
2801,117180.84
2802,124032.07
2803,143905.44
2804,142312.84
2805,111057.63
2806,76150.59
2807,165374.49
2808,161240.66
2809,124190.42
2810,124322.14
2811,179324.03
2812,177907.85
2813,149476.74
2814,144387.25
2815,106102.04
2816,220109.76
2817,167612.21
2818,122674.94
2819,202215.13
2820,131473.2
2821,110366.71
2822,197475.61
2823,304627.41
2824,170853.94
2825,166368.68
2826,129132.68
2827,133043.52
2828,230351.13
2829,225224.65
2830,217407.96
2831,194306.34
2832,223279.82
2833,314927.14
2834,229787.08
2835,228852.19
2836,200734.11
2837,160373.17
2838,136985.64
2839,163070.15
2840,206800.28
2841,208553.24
2842,229854.2
2843,153198.08
2844,183982.07
2845,125596.92
2846,211941.15
2847,220306.43
2848,205056.77
2849,201848.8
2850,280815.14
2851,210063.46
2852,231253.54
2853,231093.47
2854,149005.31
2855,204273.72
2856,199502.48
2857,194784.41
2858,212433.35
2859,81090.07
2860,142533.86
2861,114947.25
2862,192647.32
2863,137213.12
2864,263165.61
2865,139709.05
2866,149632.55
2867,92216.65
2868,90412.14
2869,87356.54
2870,119983.14
2871,67073.14
2872,12037.49
2873,83919.85
2874,151439.99
2875,104999.18
2876,169065.82
2877,155112.59
2878,152867.83
2879,119310.55
2880,103956.62
2881,141436.19
2882,180472.79
2883,198490.03
2884,205576.02
2885,193076.26
2886,232309.88
2887,110959.0
2888,162435.64
2889,48446.27
2890,80393.02
2891,138848.89
2892,35872.6
2893,89697.85
2894,39395.95
2895,336615.48
2896,285593.56
2897,223189.01
2898,150491.93
2899,227948.23
2900,158461.91
2901,223961.08
2902,189679.06
2903,305643.64
2904,336931.99
2905,62857.81
2906,209163.67
2907,112394.44
2908,122856.78
2909,152572.5
2910,79771.62
2911,75051.81
2912,158235.69
2913,69570.4
2914,69651.1
2915,82493.5
2916,76060.48
2917,159575.65
2918,113241.07
2919,240749.32
